305,(-0.12158028291787187+0j),-1.5715919817129145
306,(-0.013950704958247425+0j),-0.7255688079119699
307,(-0.1765401319539819+0j),-0.5877045289109573
308,(-0.7665671607040208+0j),-0.7911176165353565
309,(-0.19189320547407687+0j),-0.10016982710442271
310,(-0.07733558712841912+0j),-0.024684574625467522
311,(-0.0053531379669723+0j),-2.569390474131959
312,(-1.3513009180225182+0j),-2.0358451209887725
313,(-0.13469550719775913+0j),-0.0007182130055935492
314,(-0.001407247301223041+0j),-0.45943851786053624
315,(-0.2957087062726391+0j),-1.3826772785347665
316,(-0.10405675418095624+0j),-0.0007802675423265756
317,(-0.2059300862130014+0j),-0.3054273481831068
318,(-0.00581798273971456+0j),-2.7614669193537327
319,(-0.005773833462560944+0j),-0.12534326197198611
320,(-0.23494636892704995+0j),-0.43952873098168316
321,(-0.016958813527398264+0j),-0.06940929196473893
322,(-0.2925693035596558+0j),-0.715766394066918
323,(-0.017226044674334397+0j),-1.5146239456859512
324,(-0.002798966222204894+0j),-1.6123392051519074
325,(-0.01865005446340285+0j),-0.6659778801484525
326,(-0.07386736850072788+0j),-0.3249382215857622
327,(-0.13331500035368732+0j),-0.4880253235693666
328,(-0.749604850951626+0j),-0.1811967828130073
329,(-0.012874558498000335+0j),-0.3060169540617037
330,(-0.5608718057903856+0j),-1.2021713487409023
331,(-0.07587755526727777+0j),-1.6383671178682089
332,(-0.020211036752440674+0j),-0.22561823522227475
333,(-0.3143008950226664+0j),-0.5905927713603136
334,(-0.03518491645537565+0j),-0.791818829012073
335,(-0.14872556084709562+0j),-0.7791455924820607
336,(-0.21474157235442143+0j),-1.2374081989778012
337,(-0.0005165578725990548+0j),-0.4315819434440788
338,(-0.012248986543848626+0j),-1.491632305165058
339,(-0.36697028673873977+0j),-0.7731509149372475
340,(-0.03494894201065854+0j),-1.7317517504052462
341,(-0.1279408032704512+0j),-0.3173298721737481
342,(-0.2883789134398841+0j),-0.05386618178128023
343,(-0.14712004079325813+0j),-0.007239646282908798
344,(-0.04575026571352393+0j),-0.42335258709003826
345,(-0.029654127399563586+0j),-1.3725453379782546
346,(-0.13877705569703094+0j),-0.07833262429075794
347,(-0.05992149027003292+0j),-0.407123540338804
348,(-0.08714650232671219+0j),-0.09465742360379806
349,(-0.23738482609974576+0j),-1.1952670695225607
350,(-0.3131585642809803+0j),-0.16804046466454606
351,(-0.020544584508799955+0j),-1.0641748500862043
352,(-0.0993985222515637+0j),-0.24748853413080377
353,(-0.023338331574289654+0j),-0.5953779716624085
354,(-0.032960831260772545+0j),-0.06996455387325402
355,(-0.1229691652890824+0j),-0.3027282181962299
356,(-0.0059509425242589165+0j),-0.16718051278539198
357,(-0.6894111404177984+0j),-0.0868917589648097
358,(-0.43870914406064576+0j),-1.8234128331516328
359,(-0.02512250634056116+0j),-0.22494262522372607
360,(-0.08611790211850918+0j),-1.5393727210063561
361,(-0.7288571288193987+0j),-0.19175653904694376
362,(-0.21580602790294662+0j),-0.28915097645288335
363,(-0.012003515042914059+0j),-0.5539211390109074
364,(-0.11493225022732273+0j),-0.07036116115168403
